"Cluster","Match_Count","Avg_Ace_Rate","Avg_DF_Rate","Avg_1st_Serve_Pct","Avg_Winner_Rate","Avg_Unforced_Error_Rate","Avg_Return_Pts_Won_Pct","Avg_BP_Save_Rate"
"1",3920,0.142077998104,0.0348564084282129,0.625167632652994,0.230478492171032,0.154325524419019,0.379126024831718,0.742697887235147
"2",6017,0.0522958942566828,0.0213611009333032,0.653618887787838,0.147314512997903,0.160027282535169,0.363237490307255,0.577313633052525
"3",4237,0.060286701693555,0.055254877399272,0.562271286441447,0.145925513993766,0.223179576191571,0.316065154606707,0.474741518567659
